id,chapbook,page,IIIF_link,title,date,publisher,publication_place
grabado_v_150_2,Varios_150,Varios_150_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_150_1.jpg/797,280,560,663/full/0/default.jpg",Decimas glosadas,1847,Blas Bellver,Xátiva
grabado_m_259_1,Moreno_259,Moreno_259_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8105183/168,210,401,756/full/0/default.jpg",Coplas nuevas glosadas en décimas para cantar los aficionados,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_400_3,Varios_400,Varios_400_3.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_400_3.jpg/616,15,602,304/full/0/default.jpg",Décimas agudas y alegres,[s.a.],El Abanico,Barcelona
grabado_v_094_3,Varios_094,Varios_094_3.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_094_3.jpg/611,99,494,1056/full/0/default.jpg",Cancion nueva a mi hermosa Elvira,[s.a.],Antonio Llorens,Barcelona
grabado_m_301_1,Moreno_301,Moreno_301_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109698/415,327,685,1034/full/0/default.jpg",Vía sacra de Jerez,1858,José María Moreno,Carmona (Sevilla)
grabado_v_275_3,Varios_275,Varios_275_3.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_275_3.jpg/1050,57,419,941/full/0/default.jpg",Cansó nova y divertida,[s.a.],Juan Grau,Reus
grabado_m_344_1,Moreno_344,Moreno_344_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109781/394,343,1015,1362/full/0/default.jpg",María santísima de Gracia,1861,José María Moreno,Carmona (Sevilla)
grabado_m_362_2,Moreno_362,Moreno_362_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110249/163,378,547,772/full/0/default.jpg",Nueva relación titulada No hay mal que por bien no venga,1865,José María Moreno,Carmona (Sevilla)
grabado_m_327_2,Moreno_327,Moreno_327_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110034/581,544,448,673/full/0/default.jpg",Dionisia Pérez Losada. Nueva y curiosa relación,1860,José María Moreno,Carmona (Sevilla)
grabado_v_397_1,Varios_397,Varios_397_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_397_1.jpg/1206,414,451,653/full/0/default.jpg",Marcos de Cabra,[s.a.],José María Marés,Madrid
grabado_v_131_3,Varios_131,Varios_131_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_131_1.jpg/529,306,322,679/full/0/default.jpg",Satira burlesca,1849,José María Marés,Madrid
grabado_m_045_1,Moreno_045,Moreno_045_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109384/474,262,1070,838/full/0/default.jpg",Doña Francisca la Cautiva,1859,José María Moreno,Carmona (Sevilla)
grabado_v_447_1,Varios_447,Varios_447_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_447_1.jpg/198,190,675,664/full/0/default.jpg",Historia maravillosa de la hija del Rey de Hungría,[s.a.],Sucesores de Hernando,Madrid
grabado_v_096_1,Varios_096,Varios_096_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_096_1.jpg/289,382,1051,860/full/0/default.jpg",Décimas,1851,José María Marés,Madrid
grabado_v_402_1,Varios_402,Varios_402_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_402_1.jpg/75,216,1513,979/full/0/default.jpg",Historia interesán de un grandiós elefán,[s.a.],Juan Grau,Reus
grabado_m_181_1,Moreno_181,Moreno_181_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8108072/525,255,565,880/full/0/default.jpg",Curioso romance en que se declara la historia de los quince novios,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_288_2,Varios_288,Varios_288_2.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_288_2.jpg/611,1066,453,536/full/0/default.jpg",Canción con los milagros que obró el santo angel de la guarda,[s.a.],El Abanico,Barcelona
grabado_v_117_1,Varios_117,Varios_117_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_117_1.jpg/161,556,1625,1061/full/0/default.jpg",Los amores de una chula,[s.a.],Sucesores de Hernando,Madrid
grabado_v_152_1,Varios_152,Varios_152_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_152_1.jpg/219,438,1193,749/full/0/default.jpg",Don Rodulfo de Pedrajas,[s.a.],Sucesores de Hernando,Madrid
grabado_m_238_1,Moreno_238,Moreno_238_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8107544/919,349,488,677/full/0/default.jpg",Las desgracias de Torivio y fracasos de los duendes,1854,José María Moreno,Carmona (Sevilla)
grabado_v_131_2,Varios_131,Varios_131_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_131_1.jpg/166,341,342,664/full/0/default.jpg",Satira burlesca,1849,José María Marés,Madrid
grabado_m_280_1,Moreno_280,Moreno_280_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110310/591,268,342,681/full/0/default.jpg",Cada cual arrima el ascua. Pasillo nuevo entre hombre y muger,1859,José María Moreno,Carmona (Sevilla)
grabado_b_034_1,BCN_034,BCN_034_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_034_1.jpg/191,201,450,650/full/0/default.jpg","Nuevo romance, en que se declara una prision que ha hecho la santa inquisicion en esta corte de madrid",[s.a.],Herederos de la Viuda Pla,Barcelona
grabado_v_216_1,Varios_216,Varios_216_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_216_1.jpg/66,251,1655,1183/full/0/default.jpg",Nueva relacion,[s.a.],San Rafael,Barcelona
grabado_v_253_1,Varios_253,Varios_253_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_253_1.jpg/131,341,630,1058/full/0/default.jpg",Décimas nuevas disputa entre un moro y un cristiano,[s.a.],Viuda e hijos de Gelabert,Palma
grabado_m_327_3,Moreno_327,Moreno_327_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110034/174,361,408,855/full/0/default.jpg",Dionisia Pérez Losada. Nueva y curiosa relación,1860,José María Moreno,Carmona (Sevilla)
grabado_m_139_1,Moreno_139,Moreno_139_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8105227/559,347,374,792/full/0/default.jpg",Trovos modernos por los que manifiesta un galán a su dama el mucho amor que le tiene,1859,José María Moreno,Carmona (Sevilla)
grabado_v_275_2,Varios_275,Varios_275_3.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_275_3.jpg/173,330,673,673/full/0/default.jpg",Cansó nova y divertida,[s.a.],Juan Grau,Reus
grabado_v_463_1,Varios_463,Varios_463_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_463_1.jpg/0,190,1541,1020/full/0/default.jpg",Novas camarellas y goigs de las butifarras,[s.a.],El Abanico,Barcelona
grabado_v_426_1,Varios_426,Varios_426_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_426_1.jpg/244,251,1187,877/full/0/default.jpg",Historia maravillosa de Roberto el Diablo,[s.a.],José María Marés,Madrid
grabado_v_400_2,Varios_400,Varios_400_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_400_1.jpg/1027,192,523,929/full/0/default.jpg",Décimas agudas y alegres,[s.a.],El Abanico,Barcelona
grabado_v_094_2,Varios_094,Varios_094_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_094_1.jpg/816,301,644,1083/full/0/default.jpg",Cancion nueva a mi hermosa Elvira,[s.a.],Antonio Llorens,Barcelona
grabado_v_368_2,Varios_368,Varios_368_3.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_368_3.jpg/529,108,774,684/full/0/default.jpg",Carta amorosa,[s.a.],Cristina Segura,Barcelona
grabado_m_024_1,Moreno_024,Moreno_024_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8106181/415,184,960,719/full/0/default.jpg",Relación de el que metió la cabeza por una reja,1857,José María Moreno,Carmona (Sevilla)
grabado_m_061_1,Moreno_061,Moreno_061_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8105814/362,322,582,884/full/0/default.jpg",Relación burlesca de don Juan Ferlaque francés,1856,José María Moreno,Carmona (Sevilla)
grabado_m_002_2,Moreno_002,Moreno_002_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8104459/470,175,232,346/full/0/default.jpg",Coplas nuevas para cantar los aficionados,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_m_325_1,Moreno_325,Moreno_325_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8105776/686,371,433,723/full/0/default.jpg",Despedida de Madrid. Jácara divertida y chistosa,1861,José María Moreno,Carmona (Sevilla)
grabado_m_360_1,Moreno_360,Moreno_360_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8108722/451,236,478,711/full/0/default.jpg",Relación nueva en todas ciencias y artes titulada El exceso en las mujeres,1865,José María Moreno,Carmona (Sevilla)
grabado_v_190_3,Varios_190,Varios_190_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_190_1.jpg/184,227,364,763/full/0/default.jpg",Los nombres costumbres y propiedades de las señoras mugeres,1848,Francisco Vallés,Barcelona
grabado_v_229_3,Varios_229,Varios_229_3.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_229_3.jpg/596,138,376,791/full/0/default.jpg",Coleccion de canciones,[s.a.],Sucesores de Hernando,Madrid
grabado_v_011_2,Varios_011,Varios_011_3.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_011_3.jpg/436,1421,669,668/full/0/default.jpg",Chiste nou y divertit,[s.a.],[s.n.],[s.l.]
grabado_v_054_1,Varios_054,Varios_054_4.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_054_4.jpg/836,1593,253,210/full/0/default.jpg",El sepulcro ó lo que puede el amor,1845,José Lluch,Barcelona
grabado_m_318_1,Moreno_318,Moreno_318_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109378/452,294,926,1079/full/0/default.jpg",Descripción del genio y condiciones que tienen los habitantes de las diferentes provincias de España,1849,José María Moreno,Carmona (Sevilla)
grabado_v_072_1,Varios_072,Varios_072_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_072_1.jpg/120,407,964,617/full/0/default.jpg",Marcos de Cabra,1849,[s.n.],Madrid
grabado_c_008_2,Carmona_008,Carmona_008_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Carmona_008_1.jpg/957,274,418,698/full/0/default.jpg",Quejas de una dama a su galan,[s.a.],[s.n.],[s.l.]
grabado_v_037_1,Varios_037,Varios_037_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_037_1.jpg/0,481,1585,1173/full/0/default.jpg",El cantor de las hermosas,1853,Vilaregut y Companía,Barcelona
grabado_v_310_2,Varios_310,Varios_310_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_310_1.jpg/179,527,131,600/full/0/default.jpg",Todos los cantos de la zarzuela de los Calabreses,[s.a.],[s.n.],[s.l.]
grabado_m_019_1,Moreno_019,Moreno_019_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110157/153,323,564,919/full/0/default.jpg",Despedimiento de un galán para ausentarse por la esquivez de una dama,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_373_1,Varios_373,Varios_373_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_373_1.jpg/455,289,849,1181/full/0/default.jpg",Pepito y Juanita,[s.a.],Tipografía Española,Barcelona
grabado_v_336_1,Varios_336,Varios_336_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_336_1.jpg/248,315,394,737/full/0/default.jpg",Nombres y faltas de los hombres,1873,José María Marés,Madrid
grabado_b_009_1,BCN_009,BCN_009_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_009_1.jpg/637,326,540,670/full/0/default.jpg",Devoto romance,[s.a.],Herederos de Juan Jolis,Barcelona
grabado_v_192_1,Varios_192,Varios_192_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_192_1.jpg/756,324,715,1234/full/0/default.jpg",Canso nova,1854,Ignacio Estivill,Barcelona
grabado_m_167_2,Moreno_167,Moreno_167_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8106473/801,255,423,695/full/0/default.jpg",La princesa Ismenia,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_m_141_1,Moreno_141,Moreno_141_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8105251/479,342,435,763/full/0/default.jpg",Nueva relación de la riqueza y la pobreza,1851,José María Moreno,Carmona (Sevilla)
grabado_m_104_1,Moreno_104,Moreno_104_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8108388/221,327,1392,915/full/0/default.jpg",La valiente Espinela,1856,José María Moreno,Carmona (Sevilla)
grabado_v_293_1,Varios_293,Varios_293_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_293_1.jpg/359,315,946,1006/full/0/default.jpg","Relacion del carácter, genio y condiciones que tienen los habitantes de las provincias de España",[s.a.],Sucesores de Hernando,Madrid
grabado_m_240_1,Moreno_240,Moreno_240_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109886/305,196,913,1239/full/0/default.jpg",Coplas nuevas en alabanza de María santísima de la Aurora,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_m_205_1,Moreno_205,Moreno_205_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110238/358,370,967,975/full/0/default.jpg",Romance gracioso y entretenido en que se refiere el testamento que hizo el maldito Judas,1858,José María Moreno,Carmona (Sevilla)
grabado_v_371_1,Varios_371,Varios_371_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_371_1.jpg/34,201,1481,1292/full/0/default.jpg",Cansó de la carbonera,[s.a.],Pedro Fullá,[s.l.]
grabado_v_334_1,Varios_334,Varios_334_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_334_1.jpg/437,147,964,930/full/0/default.jpg",Carta amorosa,[s.a.],El Abanico,Barcelona
grabado_m_078_2,Moreno_078,Moreno_078_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8105081/553,370,455,736/full/0/default.jpg","Pasillo andaluz ejecutado por Antonia, José y Don Cándido. Por Juanillo el de Burgo",[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_419_1,Varios_419,Varios_419_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_419_1.jpg/116,625,1614,1200/full/0/default.jpg",El cantor de las hermosas,1875,Narciso Ramírez y Compañía,Barcelona
grabado_v_056_2,Varios_056,Varios_056_3.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_056_3.jpg/340,165,968,772/full/0/default.jpg",Cancion graciosa de la linda zagala,1858,José María Marés,Madrid
grabado_v_070_1,Varios_070,Varios_070_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_070_1.jpg/53,773,1675,1257/full/0/default.jpg",El cantor de las hermosas,[s.a.],Antonio Bosch,Barcelona
grabado_v_035_1,Varios_035,Varios_035_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_035_1.jpg/52,580,879,1152/full/0/default.jpg",El cantor de las hermosas,1866,Narciso Ramírez,Barcelona
grabado_m_085_2,Moreno_085,Moreno_085_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110117/827,346,412,882/full/0/default.jpg",Canción del segador de Lorca,1854,José María Moreno,Carmona (Sevilla)
grabado_m_221_2,Moreno_221,Moreno_221_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109947/629,182,495,744/full/0/default.jpg",Celinda y D. Antonio Moreno,1861 [?],José María Moreno,Carmona (Sevilla)
grabado_v_128_1,Varios_128,Varios_128_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_128_1.jpg/0,220,1679,1498/full/0/default.jpg",Los misterios,[s.a.],Miguel Borrás,Barcelona
grabado_m_264_2,Moreno_264,Moreno_264_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8106587/850,242,334,725/full/0/default.jpg",Relación de Currillo y Don Camilo en verso andaluz,1861,José María Moreno,Carmona (Sevilla)
grabado_m_242_1,Moreno_242,Moreno_242_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8105795/953,279,500,800/full/0/default.jpg",Daños que vienen a los hombres por las señoras mugeres,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_336_3,Varios_336,Varios_336_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_336_1.jpg/1117,336,430,680/full/0/default.jpg",Nombres y faltas de los hombres,1873,José María Marés,Madrid
grabado_m_277_8,Moreno_277,Moreno_277_29.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109337/648,190,660,860/full/0/default.jpg",Relación que pueden representar dos niños esplicando los principales Misterios de nuestra Santa Fé,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_m_207_1,Moreno_207,Moreno_207_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110126/300,210,650,771/full/0/default.jpg",Antonio Montero y Diego de Frías,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_373_3,Varios_373,Varios_373_3.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_373_3.jpg/509,74,313,811/full/0/default.jpg",Pepito y Juanita,[s.a.],Tipografía Española,Barcelona
grabado_m_198_2,Moreno_198,Moreno_198_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109538/708,260,537,766/full/0/default.jpg",Pasillo de Diego Corriente,1859,José María Moreno,Carmona (Sevilla)
grabado_v_291_1,Varios_291,Varios_291_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_291_1.jpg/210,306,1331,1128/full/0/default.jpg",Nueva cancion sepulcral titulada El Panteon,[s.a.],Luis Raynaud,Barcelona
grabado_v_229_1,Varios_229,Varios_229_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_229_1.jpg/473,329,715,647/full/0/default.jpg",Coleccion de canciones.,[s.a.],Sucesores de Hernando,Madrid
grabado_m_143_1,Moreno_143,Moreno_143_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8104539/503,364,992,895/full/0/default.jpg",Ana Contreras,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_m_106_1,Moreno_106,Moreno_106_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109375/426,250,734,858/full/0/default.jpg",Los siete dolores que pasó María Santísima en la sacrada pasión y muerte de su amantísimo hijo,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_m_299_2,Moreno_299,Moreno_299_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8106837/759,843,398,670/full/0/default.jpg",Receta para las mujeres mal casadas,1858,José María Moreno,Carmona (Sevilla)
grabado_v_190_1,Varios_190,Varios_190_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_190_1.jpg/1022,236,414,760/full/0/default.jpg",Los nombres costumbres y propiedades de las señoras mugeres,1848,Francisco Vallés,Barcelona
grabado_v_214_1,Varios_214,Varios_214_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_214_1.jpg/323,289,1084,1150/full/0/default.jpg",Coplas de la zarzuela,[s.a.],Bartolomé Rotger,[s.l.]
grabado_m_158_2,Moreno_158,Moreno_158_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109149/1092,356,387,668/full/0/default.jpg",Doña Violante,1854,José María Moreno,Carmona (Sevilla)
grabado_v_251_1,Varios_251,Varios_251_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_251_1.jpg/219,341,515,813/full/0/default.jpg","Coplas novas, humorísticas y epigramáticas",[s.a.],El Abanico,Barcelona
grabado_v_277_2,Varios_277,Varios_277_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_277_1.jpg/1182,555,193,231/full/0/default.jpg","Coplas funebres, lastimosas y contenplativas",[s.a.],Julián Pastor,Valladolid
grabado_b_036_1,BCN_036,BCN_036_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_036_1.jpg/242,308,1300,780/full/0/default.jpg","Romance gracioso, para reir y pasar el tiempo",[s.a.],Herederos de la Viuda Pla,Barcelona
grabado_m_259_2,Moreno_259,Moreno_259_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8105183/567,267,401,677/full/0/default.jpg",Coplas nuevas glosadas en décimas para cantar los aficionados,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_v_115_1,Varios_115,Varios_115_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_115_1.jpg/323,131,1562,1186/full/0/default.jpg",Boccaccio serenata del primer acto,[s.a.],José Clara,Barcelona
grabado_v_150_1,Varios_150,Varios_150_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_150_1.jpg/298,184,439,751/full/0/default.jpg",Decimas glosadas,1847,Blas Bellver,Xátiva
grabado_m_183_1,Moreno_183,Moreno_183_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109465/144,911,960,50/full/0/default.jpg",Sainete. El mesonero encantado,1850,José María Moreno,Carmona (Sevilla)
grabado_m_327_1,Moreno_327,Moreno_327_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110034/1021,303,649,894/full/0/default.jpg",Dionisia Pérez Losada. Nueva y curiosa relación,1860,José María Moreno,Carmona (Sevilla)
grabado_m_362_1,Moreno_362,Moreno_362_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110249/1015,377,453,801/full/0/default.jpg",Nueva relación titulada No hay mal que por bien no venga,1865,José María Moreno,Carmona (Sevilla)
grabado_v_008_1,Varios_008,Varios_008_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_008_1.jpg/644,272,426,649/full/0/default.jpg","Romance mistico de la enamorada de Cristo, Maria Jesus de Gracia",1871,José Martí,Alcoy
grabado_m_344_2,Moreno_344,Moreno_344_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8109781/165,124,1648,2173/full/0/default.jpg",María santísima de Gracia,1861,José María Moreno,Carmona (Sevilla)
grabado_b_034_3,BCN_034,BCN_034_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_034_1.jpg/1071,249,450,600/full/0/default.jpg","Nuevo romance, en que se declara una prision que ha hecho la santa inquisicion en esta corte de Madrid",[s.a.],Herederos de la Viuda Pla,Barcelona
grabado_v_397_2,Varios_397,Varios_397_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_397_1.jpg/245,433,953,652/full/0/default.jpg",Marcos de Cabra,[s.a.],José María Marés,Madrid
grabado_m_026_1,Moreno_026,Moreno_026_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8108465/256,292,1247,934/full/0/default.jpg",La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,[s.a.],José María Moreno,Carmona (Sevilla)
grabado_m_063_1,Moreno_063,Moreno_063_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110118/245,360,1200,731/full/0/default.jpg",El raton de Canarias,1855,José María Moreno,Carmona (Sevilla)
grabado_m_045_2,Moreno_045,Moreno_045_4.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8108946/200,280,1131,939/full/0/default.jpg",Doña Francisca la Cautiva,1859,José María Moreno,Carmona (Sevilla)
grabado_v_309_1,Varios_309,Varios_309_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_309_1.jpg/68,246,1580,1099/full/0/default.jpg",Atrocidades de Margarita Cisneros,[s.a.],El Abanico,Barcelona
grabado_v_461_1,Varios_461,Varios_461_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_461_1.jpg/89,258,1547,1181/full/0/default.jpg",Gran historia de un polli,[s.a.],El Abanico,Barcelona
grabado_v_424_1,Varios_424,Varios_424_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_424_1.jpg/132,609,1583,1146/full/0/default.jpg",El cantor de las hermosas,1881,Tipografía Española,Barcelona
grabado_v_096_2,Varios_096,Varios_096_4.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_096_4.jpg/535,587,901,558/full/0/default.jpg",Décimas,1851,José María Marés,Madrid
grabado_v_288_1,Varios_288,Varios_288_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_288_1.jpg/552,175,682,874/full/0/default.jpg",Canción con los milagros que obró el santo angel de la guarda,[s.a.],El Abanico,Barcelona
grabado_v_131_1,Varios_131,Varios_131_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_131_1.jpg/1217,262,384,729/full/0/default.jpg",Satira burlesca,1849,José María Marés,Madrid
grabado_v_174_1,Varios_174,Varios_174_4.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_174_4.jpg/170,270,1657,1105/full/0/default.jpg",Tragico suceso,1853,José Gorgas,Barcelona
grabado_m_238_2,Moreno_238,Moreno_238_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8107544/443,338,480,658/full/0/default.jpg",Las desgracias de Torivio y fracasos de los duendes,1854,José María Moreno,Carmona (Sevilla)
grabado_b_012_1,BCN_012,BCN_012_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_012_1.jpg/575,787,600,600/full/0/default.jpg","Romance nuevo y curioso, en que se refieren la virtudes del dia.",[s.a.],Herederos de Juan Jolis,Barcelona
grabado_b_057_1,BCN_057,BCN_057_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_057_1.jpg/253,12,900,600/full/0/default.jpg","Nou y curios romans de las grans virtuts y moltas excelencias del humil, sencill y despreciat jument",[s.a.],Herederos de la Viuda Pla,Barcelona
grabado_v_189_1,Varios_189,Varios_189_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_189_1.jpg/61,262,1654,1122/full/0/default.jpg",Conversació en que sis criadas treyan a venal la condició de sas mestressas,[s.a.],Herederos de la Viuda Pla,Barcelona
grabado_m_280_2,Moreno_280,Moreno_280_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8110310/956,328,365,605/full/0/default.jpg",Cada cual arrima el ascua. Pasillo nuevo entre hombre y muger,1859,José María Moreno,Carmona (Sevilla)
grabado_b_034_2,BCN_034,BCN_034_1.jpg,"https://iiif.unige.ch/iiif/2/varios/BCN_034_1.jpg/636,158,430,700/full/0/default.jpg","Nuevo romance, en que se declara una prision que ha hecho la santa inquisicion en esta corte de Madrid",[s.a.],Herederos de la Viuda Pla,Barcelona
grabado_v_230_1,Varios_230,Varios_230_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_230_1.jpg/458,443,787,769/full/0/default.jpg",El nunca bien ponderado,1852,José María Marés,Madrid
grabado_m_139_2,Moreno_139,Moreno_139_1.jpg,"https://iiif.unige.ch/iiif/2/fedora_ug8105227/940,412,371,710/full/0/default.jpg",Trovos modernos por los que manifiesta un galán a su dama el mucho amor que le tiene,1859,José María Moreno,Carmona (Sevilla)
grabado_v_275_1,Varios_275,Varios_275_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_275_1.jpg/295,260,1210,1116/full/0/default.jpg",Cansó nova y divertida,[s.a.],Juan Grau,Reus
grabado_v_253_2,Varios_253,Varios_253_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_253_1.jpg/824,359,656,1040/full/0/default.jpg",Décimas nuevas disputa entre un moro y un cristiano,[s.a.],Viuda e hijos de Gelabert,Palma
grabado_v_445_1,Varios_445,Varios_445_1.jpg,"https://iiif.unige.ch/iiif/2/varios/Varios_445_1.jpg/241,41,539,577/full/0/default.jpg",Historia sagrada de la creacion del mundo y formacion del hombre,1781,Manuel Martí,Madrid
