Column number;id_doc;original_name;normalized_name;latitude;longitude;id_wkd;type_place;longTitle;shortTitle;pubPlace;printer;date;type_text;genre;url
521;Ner_Carmona_002;Granáa;granada;;;Q1542411;Pueblos/ciudades/regiones;Colección de Canciones andaluzas.;;Madrid;José María Marés;1870;Canciones;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_002.xml
522;Ner_Carmona_003;Nazaret;Nazaret;32,70210278;35,29785;Q430776;Pueblos/ciudades/regiones;Romance espiritual que esplica los misterios de la Santisima Trinidad, por Francisco Gallegos.;;[s.l.];[s.n.];[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_003.xml
523;Ner_Carmona_003;Galilea;Galilea;42,34805556;-2,235833333;Q1769826;Pueblos/ciudades/regiones;Romance espiritual que esplica los misterios de la Santisima Trinidad, por Francisco Gallegos.;;[s.l.];[s.n.];[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_003.xml
524;Ner_Carmona_003;Judéa;Judea;31,698889;35,306389;Q104028;Pueblos/ciudades/regiones;Romance espiritual que esplica los misterios de la Santisima Trinidad, por Francisco Gallegos.;;[s.l.];[s.n.];[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_003.xml
525;Ner_Carmona_003;Nazaret;Nazaret;32,70210278;35,29785;Q430776;Pueblos/ciudades/regiones;Romance espiritual que esplica los misterios de la Santisima Trinidad, por Francisco Gallegos.;;[s.l.];[s.n.];[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_003.xml
526;Ner_Carmona_003;Judéa;Judea;31,698889;35,306389;Q104028;Pueblos/ciudades/regiones;Romance espiritual que esplica los misterios de la Santisima Trinidad, por Francisco Gallegos.;;[s.l.];[s.n.];[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_003.xml
527;Ner_Carmona_003;Belen;Belén;31,70444444;35,20611111;Q5776;Pueblos/ciudades/regiones;Romance espiritual que esplica los misterios de la Santisima Trinidad, por Francisco Gallegos.;;[s.l.];[s.n.];[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_003.xml
529;Ner_Carmona_003;Belen;Belén;31,70444444;35,20611111;Q5776;Pueblos/ciudades/regiones;Romance espiritual que esplica los misterios de la Santisima Trinidad, por Francisco Gallegos.;;[s.l.];[s.n.];[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_003.xml
530;Ner_Carmona_003;Egipto;Egipto;27;29;Q79;Países/reinos/imperios/continentes;Romance espiritual que esplica los misterios de la Santisima Trinidad, por Francisco Gallegos.;;[s.l.];[s.n.];[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_003.xml
531;Ner_Carmona_003;Egipto;Egipto;27;29;Q79;Países/reinos/imperios/continentes;Romance espiritual que esplica los misterios de la Santisima Trinidad, por Francisco Gallegos.;;[s.l.];[s.n.];[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_003.xml
532;Ner_Carmona_003;Nazaret;Nazaret;32,70210278;35,29785;Q430776;Pueblos/ciudades/regiones;Romance espiritual que esplica los misterios de la Santisima Trinidad, por Francisco Gallegos.;;[s.l.];[s.n.];[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_003.xml
533;Ner_Carmona_003;Cafarnaum;Cafarnaúm;32,88111111;35,575;Q59174;Pueblos/ciudades/regiones;Romance espiritual que esplica los misterios de la Santisima Trinidad, por Francisco Gallegos.;;[s.l.];[s.n.];[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_003.xml
534;Ner_Carmona_003;Canaán;Canaán;32,766667;35,333333;Q163329;Pueblos/ciudades/regiones;Romance espiritual que esplica los misterios de la Santisima Trinidad, por Francisco Gallegos.;;[s.l.];[s.n.];[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_003.xml
535;Ner_Carmona_004;Sevilla;Sevilla;37,38333333;-5,983333333;Q8717;Pueblos/ciudades/regiones;Pasillo de José María y Rosa.;;Carmona (Sevilla);La Aurora;1878;Pasillos;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_004.xml
536;Ner_Carmona_004;Sevilla;Sevilla;37,38333333;-5,983333333;Q8717;Pueblos/ciudades/regiones;Pasillo de José María y Rosa.;;Carmona (Sevilla);La Aurora;1878;Pasillos;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_004.xml
537;Ner_Carmona_004;Sevilla;Sevilla;37,38333333;-5,983333333;Q8717;Pueblos/ciudades/regiones;Pasillo de José María y Rosa.;;Carmona (Sevilla);La Aurora;1878;Pasillos;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_004.xml
538;Ner_Carmona_004;Andalucía;Andalucía;37,405;-5,9875;Q5783;Pueblos/ciudades/regiones;Pasillo de José María y Rosa.;;Carmona (Sevilla);La Aurora;1878;Pasillos;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_004.xml
540;Ner_Carmona_006;Galilea;Galilea;42,34805556;-2,235833333;Q1769826;Pueblos/ciudades/regiones;Devocion a los santos cuatro evangelios.;;[s.l.];[s.n.];[s.a.];Evangelios;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_006.xml
541;Ner_Carmona_006;Bethlehen;Bethlehem;40,62611111;-75,37555556;Q164380;Pueblos/ciudades/regiones;Devocion a los santos cuatro evangelios.;;[s.l.];[s.n.];[s.a.];Evangelios;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_006.xml
544;Ner_Carmona_006;Bethle;Bethlehem;40,62611111;-75,37555556;Q164380;Pueblos/ciudades/regiones;Devocion a los santos cuatro evangelios.;;[s.l.];[s.n.];[s.a.];Evangelios;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_006.xml
545;Ner_Carmona_006;Israel;Israel;31;35;Q801;Países/reinos/imperios/continentes;Devocion a los santos cuatro evangelios.;;[s.l.];[s.n.];[s.a.];Evangelios;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_006.xml
546;Ner_Carmona_006;Bethleh;Bethlehem;40,62611111;-75,37555556;Q164380;Pueblos/ciudades/regiones;Devocion a los santos cuatro evangelios.;;[s.l.];[s.n.];[s.a.];Evangelios;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_006.xml
551;Ner_Carmona_006;Galilea;Galilea;42,34805556;-2,235833333;Q1769826;Pueblos/ciudades/regiones;Devocion a los santos cuatro evangelios.;;[s.l.];[s.n.];[s.a.];Evangelios;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_006.xml
554;Ner_Carmona_006;Bethlehen;Bethlehem;40,62611111;-75,37555556;Q164380;Pueblos/ciudades/regiones;Devocion a los santos cuatro evangelios.;;[s.l.];[s.n.];[s.a.];Evangelios;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_006.xml
557;Ner_Carmona_006;Bethle;Bethlehem;40,62611111;-75,37555556;Q164380;Pueblos/ciudades/regiones;Devocion a los santos cuatro evangelios.;;[s.l.];[s.n.];[s.a.];Evangelios;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_006.xml
558;Ner_Carmona_006;Israel;Israel;31;35;Q801;Países/reinos/imperios/continentes;Devocion a los santos cuatro evangelios.;;[s.l.];[s.n.];[s.a.];Evangelios;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_006.xml
559;Ner_Carmona_006;Bethleh;Bethlehem;40,62611111;-75,37555556;Q164380;Pueblos/ciudades/regiones;Devocion a los santos cuatro evangelios.;;[s.l.];[s.n.];[s.a.];Evangelios;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_006.xml
563;Ner_Carmona_007;Africa;África;21,09375;7,1881;Q15;Países/reinos/imperios/continentes;Pasillo del Tio Camacho y el Tio Mateo.;;Madrid;José María Marés;1863;Pasillos;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_007.xml
566;Ner_Carmona_007;Albercon del Negro;Albercón del Negro;;;Q98500545;Monumentos/edificios;Pasillo del Tio Camacho y el Tio Mateo.;;Madrid;José María Marés;1863;Pasillos;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_007.xml
567;Ner_Carmona_007;Melilla;Melilla;35,29187;-2,9409;Q24022058;Pueblos/ciudades/regiones;Pasillo del Tio Camacho y el Tio Mateo.;;Madrid;José María Marés;1863;Pasillos;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_007.xml
568;Ner_Carmona_007;Granaa;granada;;;Q1542411;Pueblos/ciudades/regiones;Pasillo del Tio Camacho y el Tio Mateo.;;Madrid;José María Marés;1863;Pasillos;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Carmona_007.xml
571;Ner_Varios_002;Badajoz;Badajoz;38,87789;-6,970609;Q15679;Pueblos/ciudades/regiones;Nuevo ejemplar donde se declaran las grandes des gracias acaccidas en la tormenta del 9 de Abril pasado.;;Ocaña;José Sanchez;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_002.xml
573;Ner_Varios_002;España;España;40,2;-3,5;Q29;Países/reinos/imperios/continentes;Nuevo ejemplar donde se declaran las grandes des gracias acaccidas en la tormenta del 9 de Abril pasado.;;Ocaña;José Sanchez;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_002.xml
574;Ner_Varios_002;Egipto;Egipto;27;29;Q79;Países/reinos/imperios/continentes;Nuevo ejemplar donde se declaran las grandes des gracias acaccidas en la tormenta del 9 de Abril pasado.;;Ocaña;José Sanchez;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_002.xml
576;Ner_Varios_002;Badajoz;Badajoz;38,87789;-6,970609;Q15679;Pueblos/ciudades/regiones;Nuevo ejemplar donde se declaran las grandes des gracias acaccidas en la tormenta del 9 de Abril pasado.;;Ocaña;José Sanchez;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_002.xml
578;Ner_Varios_002;España;España;40,2;-3,5;Q29;Países/reinos/imperios/continentes;Nuevo ejemplar donde se declaran las grandes des gracias acaccidas en la tormenta del 9 de Abril pasado.;;Ocaña;José Sanchez;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_002.xml
579;Ner_Varios_002;Egipto;Egipto;27;29;Q79;Países/reinos/imperios/continentes;Nuevo ejemplar donde se declaran las grandes des gracias acaccidas en la tormenta del 9 de Abril pasado.;;Ocaña;José Sanchez;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_002.xml
580;Ner_Varios_003;Tarifa;Tarifa;36,01530556;-5,605666667;Q222702;Pueblos/ciudades/regiones;ORACIÓN á Nuestra Señora del Cármen.ch;;Barcelona;Cristina Segura;[s.a.];Oraciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_003.xml
581;Ner_Varios_003;Sevilla;Sevilla;37,38333333;-5,983333333;Q8717;Pueblos/ciudades/regiones;ORACIÓN á Nuestra Señora del Cármen.ch;;Barcelona;Cristina Segura;[s.a.];Oraciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_003.xml
583;Ner_Varios_005;León;León;42,59888889;-5,566944444;Q15699;Pueblos/ciudades/regiones;Oracio_n a S. Rafael Arcangel;;Reus;Viuda de Juan Grau;[s.a.];Oraciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_005.xml
584;Ner_Varios_005;Belén;Belén;31,70444444;35,20611111;Q5776;Pueblos/ciudades/regiones;Oracio_n a S. Rafael Arcangel;;Reus;Viuda de Juan Grau;[s.a.];Oraciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_005.xml
585;Ner_Varios_006;Antioquía;Antioquía;36,2025;36,16055556;Q80561;Pueblos/ciudades/regiones;VIDA Y MARTIRIO DE LOS GLORIOSOS SAN CIPRIANO Y SANTA JUSTINA;;Barcelona;El Abanico;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_006.xml
586;Ner_Varios_006;Atenas;Atenas;37,98416667;23,72805556;Q1524;Pueblos/ciudades/regiones;VIDA Y MARTIRIO DE LOS GLORIOSOS SAN CIPRIANO Y SANTA JUSTINA;;Barcelona;El Abanico;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_006.xml
587;Ner_Varios_006;Argos;Argos;37,63333333;22,72916667;Q189901;Pueblos/ciudades/regiones;VIDA Y MARTIRIO DE LOS GLORIOSOS SAN CIPRIANO Y SANTA JUSTINA;;Barcelona;El Abanico;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_006.xml
589;Ner_Varios_006;Egipto;Egipto;27;29;Q79;Países/reinos/imperios/continentes;VIDA Y MARTIRIO DE LOS GLORIOSOS SAN CIPRIANO Y SANTA JUSTINA;;Barcelona;El Abanico;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_006.xml
590;Ner_Varios_006;Iudia;Judea;31,698889;35,306389;Q104028;Pueblos/ciudades/regiones;VIDA Y MARTIRIO DE LOS GLORIOSOS SAN CIPRIANO Y SANTA JUSTINA;;Barcelona;El Abanico;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_006.xml
591;Ner_Varios_006;Antioquía;Antioquía;36,2025;36,16055556;Q80561;Pueblos/ciudades/regiones;VIDA Y MARTIRIO DE LOS GLORIOSOS SAN CIPRIANO Y SANTA JUSTINA;;Barcelona;El Abanico;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_006.xml
592;Ner_Varios_006;Antioquía;Antioquía;36,2025;36,16055556;Q80561;Pueblos/ciudades/regiones;VIDA Y MARTIRIO DE LOS GLORIOSOS SAN CIPRIANO Y SANTA JUSTINA;;Barcelona;El Abanico;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_006.xml
593;Ner_Varios_006;Nicomedia;Nicomedia;40,7625;29,9175;Q209349;Pueblos/ciudades/regiones;VIDA Y MARTIRIO DE LOS GLORIOSOS SAN CIPRIANO Y SANTA JUSTINA;;Barcelona;El Abanico;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_006.xml
594;Ner_Varios_006;Roma;Roma;41,89305556;12,48277778;Q220;Pueblos/ciudades/regiones;VIDA Y MARTIRIO DE LOS GLORIOSOS SAN CIPRIANO Y SANTA JUSTINA;;Barcelona;El Abanico;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_006.xml
588;Ner_Varios_006;Frigia;Frigia;39;31;Q32579;Países/reinos/imperios/continentes;VIDA Y MARTIRIO DE LOS GLORIOSOS SAN CIPRIANO Y SANTA JUSTINA;;Barcelona;El Abanico;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_006.xml
595;Ner_Varios_006;Iglesia Letráu;Archibasílica de San Juan de Letrán;41,88590556;12,50615556;Q84090;Monumentos/edificios;VIDA Y MARTIRIO DE LOS GLORIOSOS SAN CIPRIANO Y SANTA JUSTINA;;Barcelona;El Abanico;[s.a.];Romances;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_006.xml
596;Ner_Varios_007;España;España;40,2;-3,5;Q29;Países/reinos/imperios/continentes;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
597;Ner_Varios_007;Pinto;Pinto;40,24111111;-3,699444444;Q909718;Pueblos/ciudades/regiones;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
598;Ner_Varios_007;Valdemoro;Valdemoro;40,19083333;-3,674166667;Q840373;Pueblos/ciudades/regiones;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
599;Ner_Varios_007;España;España;40,2;-3,5;Q29;Países/reinos/imperios/continentes;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
600;Ner_Varios_007;España;España;40,2;-3,5;Q29;Países/reinos/imperios/continentes;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
601;Ner_Varios_007;China;República Popular China;35,84472222;103,4519444;Q148;Países/reinos/imperios/continentes;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
602;Ner_Varios_007;Pekín;Pekín;39,90403;116,407526;Q956;Pueblos/ciudades/regiones;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
603;Ner_Varios_007;Habana;La Habana;23,13666667;-82,35888889;Q1563;Pueblos/ciudades/regiones;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
604;Ner_Varios_007;Morro;Castillo de los Tres Reyes del Morro;23,15041667;-82,35666667;Q635199;Monumentos/edificios;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
605;Ner_Varios_007;China;República Popular China;35,84472222;103,4519444;Q148;Países/reinos/imperios/continentes;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
606;Ner_Varios_007;Filipinas;Filipinas;12;123;Q928;Países/reinos/imperios/continentes;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
607;Ner_Varios_007;Gibraltar;Gibraltar;36,14;-5,35;Q1410;Pueblos/ciudades/regiones;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
608;Ner_Varios_007;Andalucía;Andalucía;37,405;-5,9875;Q5783;Pueblos/ciudades/regiones;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
609;Ner_Varios_007;Lorca;Lorca;37,68333333;-1,7;Q47571;Pueblos/ciudades/regiones;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
610;Ner_Varios_007;Motril;Motril;36,74527778;-3,520555556;Q210093;Pueblos/ciudades/regiones;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
611;Ner_Varios_007;España;España;40,2;-3,5;Q29;Países/reinos/imperios/continentes;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
612;Ner_Varios_007;España;España;40,2;-3,5;Q29;Países/reinos/imperios/continentes;FAMOSAS HAZAÑAS DE UN CONEJO Y UNA LANGOSTA RELATADAS POR ELLOS MISMOS.;;Barcelona;El Abanico;[s.a.];Sátiras;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_007.xml
613;Ner_Varios_008;Córdoba;Córdoba;37,88333333;-4,766666667;Q5818;Pueblos/ciudades/regiones;Romance mistico de la enamorada de Cristo, Maria Jesus de Gracia.;;Alcoy;José Martí;1871;Romances;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_008.xml
614;Ner_Varios_008;Santa Maria de Gracia;Inclasificable;;;Inclasificables;Inclasificables;Romance mistico de la enamorada de Cristo, Maria Jesus de Gracia.;;Alcoy;José Martí;1871;Romances;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_008.xml
615;Ner_Varios_009;Europa;Bañuelos de Bureba;42,50083333;-3,280555556;Q285235;Pueblos/ciudades/regiones;Colección de canciones;;Madrid;[s.n.];[s.a.];Canciones;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_009.xml
616;Ner_Varios_009;Murcia;Murcia;37,98611111;-1,130277778;Q12225;Pueblos/ciudades/regiones;Colección de canciones;;Madrid;[s.n.];[s.a.];Canciones;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_009.xml
617;Ner_Varios_009;Valencia;Valencia;39,47;-0,376388889;Q8818;Pueblos/ciudades/regiones;Colección de canciones;;Madrid;[s.n.];[s.a.];Canciones;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_009.xml
618;Ner_Varios_009;Navarra;Navarra;42,81666667;-1,65;Q4018;Pueblos/ciudades/regiones;Colección de canciones;;Madrid;[s.n.];[s.a.];Canciones;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_009.xml
620;Ner_Varios_009;Toledo;Toledo;39,86666667;-4,033333333;Q5836;Pueblos/ciudades/regiones;Colección de canciones;;Madrid;[s.n.];[s.a.];Canciones;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_009.xml
621;Ner_Varios_009;Aragon;Aragón;41;-1;Q4040;Pueblos/ciudades/regiones;Colección de canciones;;Madrid;[s.n.];[s.a.];Canciones;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_009.xml
622;Ner_Varios_009;España;España;40,2;-3,5;Q29;Países/reinos/imperios/continentes;Colección de canciones;;Madrid;[s.n.];[s.a.];Canciones;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_009.xml
623;Ner_Varios_009;Sevilla;Sevilla;37,38333333;-5,983333333;Q8717;Pueblos/ciudades/regiones;Colección de canciones;;Madrid;[s.n.];[s.a.];Canciones;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_009.xml
619;Ner_Varios_009;Cueuca;Cuenca;40,07166667;-2,135;Q15098;Pueblos/ciudades/regiones;Colección de canciones;;Madrid;[s.n.];[s.a.];Canciones;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_009.xml
624;Ner_Varios_010;Santa Coloma;Santa Coloma;42,36694444;-2,655555556;Q1766212;Pueblos/ciudades/regiones;Padre seductor de su hija;;Barcelona;Talleres Gráficos;[s.a.];Romances;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_010.xml
626;Ner_Varios_010;Santa Coloma;Santa Coloma;42,36694444;-2,655555556;Q1766212;Pueblos/ciudades/regiones;Padre seductor de su hija;;Barcelona;Talleres Gráficos;[s.a.];Romances;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_010.xml
625;Ner_Varios_010;Figueras;Centre Penitenciari Puig de les Basses;42,28652778;2,938055556;Q28830978;Monumentos/edificios;Padre seductor de su hija;;Barcelona;Talleres Gráficos;[s.a.];Romances;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_010.xml
627;Ner_Varios_011;España;España;40,2;-3,5;Q29;Países/reinos/imperios/continentes;Chiste nou y divertit.;;[s.l.];[s.n.];[s.a.];Chistes;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_011.xml
631;Ner_Varios_012;Barcelona;Barcelona;41,3825;2,176944444;Q1492;Pueblos/ciudades/regiones;D. Juan de Serrallonga (Historia escrita en trovos);D. Juan de Serrallonga;Barcelona;El Abanico;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_012.xml
632;Ner_Varios_012;Francia;Francia;47;2;Q142;Países/reinos/imperios/continentes;D. Juan de Serrallonga (Historia escrita en trovos);D. Juan de Serrallonga;Barcelona;El Abanico;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_012.xml
633;Ner_Varios_012;Barcelona;Barcelona;41,3825;2,176944444;Q1492;Pueblos/ciudades/regiones;D. Juan de Serrallonga (Historia escrita en trovos);D. Juan de Serrallonga;Barcelona;El Abanico;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_012.xml
634;Ner_Varios_012;Francia;Francia;47;2;Q142;Países/reinos/imperios/continentes;D. Juan de Serrallonga (Historia escrita en trovos);D. Juan de Serrallonga;Barcelona;El Abanico;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_012.xml
635;Ner_Varios_012;España;España;40,2;-3,5;Q29;Países/reinos/imperios/continentes;D. Juan de Serrallonga (Historia escrita en trovos);D. Juan de Serrallonga;Barcelona;El Abanico;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_012.xml
636;Ner_Varios_012;Francia;Francia;47;2;Q142;Países/reinos/imperios/continentes;D. Juan de Serrallonga (Historia escrita en trovos);D. Juan de Serrallonga;Barcelona;El Abanico;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_012.xml
637;Ner_Varios_012;Barcelona;Barcelona;41,3825;2,176944444;Q1492;Pueblos/ciudades/regiones;D. Juan de Serrallonga (Historia escrita en trovos);D. Juan de Serrallonga;Barcelona;El Abanico;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_012.xml
638;Ner_Varios_012;Francia;Francia;47;2;Q142;Países/reinos/imperios/continentes;D. Juan de Serrallonga (Historia escrita en trovos);D. Juan de Serrallonga;Barcelona;El Abanico;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_012.xml
